address,bookingLinks/0/name,bookingLinks/0/url,bookingLinks/1/name,bookingLinks/1/url,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categoryName,city,emails/0,emails/1,facebookProfiles/0/accountVerificationStatus,facebookProfiles/0/adStatus,facebookProfiles/0/categories/0,facebookProfiles/0/categories/1,facebookProfiles/0/categories/2,facebookProfiles/0/coverPhoto,facebookProfiles/0/creationDate,facebookProfiles/0/description,facebookProfiles/0/email,facebookProfiles/0/externalProfileURL,facebookProfiles/0/facebookId,facebookProfiles/0/followersCount,facebookProfiles/0/followingCount,facebookProfiles/0/info/0,facebookProfiles/0/info/1,facebookProfiles/0/info/2,facebookProfiles/0/likes,facebookProfiles/0/location,facebookProfiles/0/messenger,facebookProfiles/0/phone,facebookProfiles/0/privateProfile,facebookProfiles/0/profileName,facebookProfiles/0/profilePictureURL,facebookProfiles/0/profileURL,facebookProfiles/0/socialInputUrl,facebookProfiles/0/startUrl,facebookProfiles/0/username,locatedIn,location/lat,location/lng,menu,permanentlyClosed,phone,phoneUnformatted,phones/0,phones/1,phones/2,phones/3,phonesUncertain/0,phonesUncertain/1,phonesUncertain/2,phonesUncertain/3,phonesUncertain/4,phonesUncertain/5,phonesUncertain/6,phonesUncertain/7,phonesUncertain/8,phonesUncertain/9,phonesUncertain/10,phonesUncertain/11,phonesUncertain/12,phonesUncertain/13,phonesUncertain/14,phonesUncertain/15,phonesUncertain/16,postalCode,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar,reviewsTags/0/count,reviewsTags/0/title,reviewsTags/1/count,reviewsTags/1/title,reviewsTags/2/count,reviewsTags/2/title,reviewsTags/3/count,reviewsTags/3/title,reviewsTags/4/count,reviewsTags/4/title,reviewsTags/5/count,reviewsTags/5/title,reviewsTags/6/count,reviewsTags/6/title,reviewsTags/7/count,reviewsTags/7/title,reviewsTags/8/count,reviewsTags/8/title,reviewsTags/9/count,reviewsTags/9/title,searchPageUrl,street,subTitle,title,totalScore,url,webResults/0/description,webResults/0/displayedUrl,webResults/0/title,webResults/0/url,webResults/1/description,webResults/1/displayedUrl,webResults/1/title,webResults/1/url,webResults/2/description,webResults/2/displayedUrl,webResults/2/title,webResults/2/url,website
"Dagenham Rd, Dagenham RM10 7UH, United Kingdom",,,,,Electrician,Electric vehicle charging station,Electrical installation service,Lighting contractor,,,,,,Electrician,Dagenham,jnvelectrical@hotmail.com,,,This Page isn't currently running ads.,Page,Electrician,,https://scontent.fsan1-1.fna.fbcdn.net/v/t39.30808-6/636828214_122097161853276773_2931200813196273306_n.png?stp=dst-png&cstp=mx1536x1024&ctp=s1536x1024&_nc_cat=106&ccb=1-7&_nc_sid=cc71e4&_nc_ohc=ORGRyYspGAIQ7kNvwHeAPNX&_nc_oc=AdrZbsO_e5IgGat870fDL3RB2-0-2T6upMYeYAKlIApaJCNigbXqBJMynp3xOfCnyVw&_nc_zt=23&_nc_ht=scontent.fsan1-1.fna&_nc_gid=bpFg8XKCdBui_YF6NR2sMQ&_nc_ss=7c289&oh=00_AQALzrrTqx5_Sh27QQrZOeJu8k8YlA-i8g8L2mMd2FY-rw&oe=6A53E58C,February 18,,jnvelectrical@hotmail.com,https://www.google.com/search?sca_esv=8ce23dab683c27e1&biw=402&bih=606&sxsrf=ANbL-n6jA8wJdA2E3FEo10o1t87K-MSPUg%3A1771446721051&kgmid=%2Fg%2F11yrw6bvv6&q=JNV+Electrical+and+Maintenance&shem=epsdc%2Crimspc%2Crimspiosc&shndl=30&source=sh%2Fx%2Floc%2Fact%2Fm4%2F3,61588303205078,78,,JNV Electrical & Maintenance. 78 likes,"1 talking about this. Local NICEIC registered electrician with over 25 years’ experience providing reliable,...",,78,,,+44 7581 369720,,JNV Electrical & Maintenance,https://scontent.fsan1-2.fna.fbcdn.net/v/t39.30808-1/637166611_122098557249276773_8329145087394570119_n.jpg?stp=dst-jpg_tt6&cstp=mx1024x1024&ctp=s200x200&_nc_cat=100&ccb=1-7&_nc_sid=f907e8&_nc_ohc=UWuksTMVyPwQ7kNvwHatfWH&_nc_oc=AdoVbwPL20uW27u-Ax-bAnw8KXhG0MROL_Ci0uGv7PWtCE3Q5YK9v-TZoqFvyBbONqA&_nc_zt=24&_nc_ht=scontent.fsan1-2.fna&_nc_gid=VivL7Dh3oYUxsHwtbrIUNQ&_nc_ss=7c289&oh=00_AQBwH4Ia3-bgUfrPAxQWhp5GZ1XHNU2MRKTEhaQgk0NhZQ&oe=6A53DEAB,https://www.facebook.com/Jnvelectrical,https://www.facebook.com/Jnvelectrical,https://www.facebook.com/Jnvelectrical,Jnvelectrical,,51.5529972,0.169449,,false,+44 7581 369720,447581369720,+44 7581 369720,,,,,,,,,,,,,,,,,,,,,RM10 7UH,48,48,0,0,0,0,2,consumer unit fitting,2,garage wiring,3,local electrician,2,plug installation,2,rewiring,4,thoroughness,9,punctuality,2,certificates,2,easy to deal with,6,cleanliness,"https://www.google.com/maps/search/Electrical/@51.5745282773077,0.184284196129347,13z?hl=en",Dagenham Rd,,JNV Electrical and Maintenance - Electrician,5,https://www.google.com/maps/search/?api=1&query=JNV%20Electrical%20and%20Maintenance%20-%20Electrician&query_place_id=ChIJJQEWOjt_baIR2CjErxWVrvc,"JNV Electrical & Maintenance. 78 likes. Local NICEIC registered electrician with over 25 years' experience providing reliable, high-quality domestic...",https://www.facebook.com › ... › Electrician,JNV Electrical & Maintenance (@Jnvelectrical) - Facebook,https://www.facebook.com/Jnvelectrical/,JNV Electrical and Maintenance provides comprehensive electrical services throughout Dagenham. Our experienced electricians handle domestic and commercial ...,https://findelectricians.co.uk › Places › Electricians,JNV Electrical and Maintenance - Find Electricians UK,https://findelectricians.co.uk/places/dagenham-rm10-7uh/electricians/jnv-electrical-and-maintenance-electrician/,NICEIC registered electrician with 26 years' experience specialising in domestic electrical work. I carry out all aspects of household electrics including ...,https://www.mybuilder.com › Home › Directory,Profile of JNV electrical and maintenance in Dagenham,https://www.mybuilder.com/profile/jnv-electrical-and-maintenance,https://www.facebook.com/Jnvelectrical
"11 Meadow Way, Upminster RM14 3AA, United Kingdom",,,,,Plumber,Bathroom remodeler,Contractor,Gas engineer,Heating contractor,Repair service,,,,Plumber,Upminster,,,,This Page isn't currently running ads.,Page,"Heating, Ventilating & Air Conditioning Service",,https://scontent-ord5-3.xx.fbcdn.net/v/t39.30808-6/480740888_1219100833193497_2622627722828716865_n.jpg?stp=dst-jpg_tt6&cstp=mx1709x650&ctp=s1709x650&_nc_cat=109&ccb=1-7&_nc_sid=cc71e4&_nc_ohc=bHDynWvEf9YQ7kNvwFVyGp7&_nc_oc=AdqOwUwUhU8lKTXIVp2qgxmkBQVPTGxIqmBwTFwWNZa9a8_o_9z9-QwmLJAP3bxsGJQ&_nc_zt=23&_nc_ht=scontent-ord5-3.xx&_nc_gid=4aGmcT6JCg59TV8Tj4qBug&_nc_ss=7c289&oh=00_AQBmfj-u4UU5liGnR-aNMQfY6GA3CHbGsZQmXRynaBCm0g&oe=6A53C4D7,"March 10, 2012",,admin@lazardplumbing.co.uk,http://www.lazardplumbing.co.uk/,100052807760622,2000,,"Lazard Plumbing Heating and Gas, Hornchurch. 2,074 likes",4 talking about this,"5 were here. Local | Friendly | Reliable 
Highly trained, professional...",2074,"2 Canberra Close, Hornchurch, United Kingdom, RM125TR",,,,Lazard Plumbing Heating and Gas | Hornchurch,https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-1/305757083_579455370491383_5547658646606987743_n.jpg?stp=dst-jpg_tt6&cstp=mx2048x2048&ctp=s200x200&_nc_cat=106&ccb=1-7&_nc_sid=f907e8&_nc_ohc=bzWGaI34-LYQ7kNvwF6Bmmi&_nc_oc=Adp1JBUi1d7foPtKgM-altO4hVuY_4QeYvq8xFoaZPIio3YaYkinRE0Cv2QC3E1fuBo&_nc_zt=24&_nc_ht=scontent-ord5-1.xx&_nc_gid=Dcfwjh0DdeBGFuf_4Ix6jA&_nc_ss=7c289&oh=00_AQA9s4RRSNaUZOe7tgJXRtG93dut4zv2maqgFANM6sl26g&oe=6A53E7FB,https://www.facebook.com/LazardPlumbingHeatingGas,https://www.facebook.com/LazardPlumbingHeatingGas,https://www.facebook.com/LazardPlumbingHeatingGas,LazardPlumbingHeatingGas,,51.5522647,0.2492057,,false,+44 1708 596515,441708596515,447574544129,1708502346,441708502346,,7574 544 129,1708 502 346,8996960,,,,,,,,,,,,,,,RM14 3AA,144,141,1,1,0,1,12,boiler installation,6,kitchen tap replacement,4,polite plumber,2,radiator installation,2,gas boiler work,2,pipe installation,2,gas safety certs,6,heating work,3,honest advice,3,efficient worker,"https://www.google.com/maps/search/Plumbing/@51.5745282773077,0.184284196129347,13z?hl=en",11 Meadow Way,,Lazard Plumbing Heating & Gas,4.9,https://www.google.com/maps/search/?api=1&query=Lazard%20Plumbing%20Heating%20%26%20Gas&query_place_id=ChIJK1KfcB672EcRioueAqOm45o,"With years of experience, Lazard Plumbing is a group of dependable and trustworthy Gas Safe Registered Engineers who focus on plumbing and heating. They will ...",https://lazardplumbing.co.uk,Lazard Plumbing: Plumbing Services in London and Essex,https://lazardplumbing.co.uk/,"We're not just available for small projects, we have a plumber in Upminster for all plumbing and heating services including emergency plumbing services. If you' ...",https://lazardplumbing.co.uk › Locations,Trusted Plumbers in Upminster | Lazard Plumbing,https://lazardplumbing.co.uk/locations/plumbing-upminster/,"Lazard Plumbing Heating and Gas are your local, qualified, and dependable team, providing plumbing services across Essex and London.",https://www.checkatrade.com › trades › lazardplumbing...,Lazard Plumbing Heating & Gas | Bathrooms | Upminster,https://www.checkatrade.com/trades/lazardplumbingheatingandgas,https://lazardplumbing.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gbp
"25 Heath Park Rd, Romford RM2 5UB, United Kingdom",,,,,Electrical installation service,Certification agency,Closed circuit television,Electrician,Fire alarm supplier,Home automation company,Industrial engineer,Lighting contractor,Security system supplier,Electrical installation service,Romford,powerbrite.electrical@gmail.com,power.brite@orange.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5779638,0.1978697,,false,+44 7973 407768,447973407768,,,,,7973 407768,,,,,,,,,,,,,,,,,RM2 5UB,25,25,0,0,0,0,5,knowledgeable staff,3,quick fix,2,polite staff,2,responsive,2,quality of work,4,job,,,,,,,,,"https://www.google.com/maps/search/Electrical/@51.5745282773077,0.184284196129347,13z?hl=en",25 Heath Park Rd,,Powerbrite Electrical East London,5,https://www.google.com/maps/search/?api=1&query=Powerbrite%20Electrical%20East%20London&query_place_id=ChIJPXJU1cOk2EcRcTgBgjS5NQw,"powerbrite electrical, Electrician and P.A.T,contractor in london, essex, norfolk, niceic, nic eic.",https://www.powerbrite.co.uk,Powerbrite Electrical LTD,https://www.powerbrite.co.uk/,"Powerbrite Electrical Ltd is in Dagenham, London, England. Jun 25, 2024󰞋󱟠. 󳄫 ...",https://www.facebook.com › ... › Electrician,Powerbrite Electrical Ltd - Facebook,https://www.facebook.com/p/Powerbrite-Electrical-Ltd-100088192897906/,"Looking for more electricians in Romford? View All Electricians in Romford. TopRatedElectricians.co.uk. Find the most recommended electricians in your area, ...",https://topratedelectricians.co.uk › ... › Romford,Powerbrite Electrical East London - Top Rated Electrician in Romford,https://topratedelectricians.co.uk/england/greater-london/romford/powerbrite-electrical-east-london-romford/,https://www.powerbrite.co.uk/
,mnelectrical.uk,https://mnelectrical.uk/contact-us/,wa.me,https://wa.me/+447460786557,Electrician,Electrical installation service,Service establishment,Lighting contractor,,,,,,Electrician,,info@mnelectrical.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5808147,0.1840301,,false,+44 7424 677297,447424677297,7424677297,,,,447424677297,7424 677297,,,,,,,,,,,,,,,,,112,112,0,0,0,0,9,knowledgeable electrician,5,smart home servicing,3,circuit tripping,8,clear explanations,2,explanation of work,4,transparent pricing,9,thoroughness,2,no markups,6,promptness,3,preventative tips,"https://www.google.com/maps/search/Electrical/@51.5745282773077,0.184284196129347,13z?hl=en",,,MN Electrical,5,https://www.google.com/maps/search/?api=1&query=MN%20Electrical&query_place_id=ChIJqx5cmm017YIR_kJ_vqCzjaI,"We license electrical contractors, electricians, satellite system installers, sign contractors and register unlicensed individuals.",https://www.dli.mn.gov › business › electrical-contractors,Electrical contractors | Minnesota Department of Labor and ...,https://www.dli.mn.gov/business/electrical-contractors,As an IBEW member you will be able to receive the best training in the electrical industry at little to no charge.,https://www.mnelectricians.org,MN Electricians – Industry leading electrical training and careers,https://www.mnelectricians.org/,How do I become a registered unlicensed electrician in Minnesota? · Apply online and pay the $14 initial application fee. · You will be assigned a registration ...,https://www.dli.mn.gov › electrician-or-electrical-installer,Electrical licensing basics | Minnesota Department of Labor ...,https://www.dli.mn.gov/workers/electrician-or-electrical-installer/electrical-licensing-basics,https://mnelectrical.uk/
"54 Huddlestone Rd, London E7 0AN, United Kingdom",,,,,Landscaper,Garden,Gardener,Handyman/Handywoman/Handyperson,Painting,Paving contractor,,,,Landscaper,London,Bigstarhomeservices@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5551164,0.0173823,,false,+44 7436 322543,447436322543,7436322543,,,,7436322543,,,,,,,,,,,,,,,,,E7 0AN,20,20,0,0,0,0,4,small jobs,3,friendliness,2,promptness,3,lawn care,3,team,,,,,,,,,,,"https://www.google.com/maps/search/Gardening/@51.5745282773077,0.0480168230646735,13z?hl=en",54 Huddlestone Rd,,Bigstar Home Service,5,https://www.google.com/maps/search/?api=1&query=Bigstar%20Home%20Service&query_place_id=ChIJl0seY6qn2EcR2WBuE2EiK-w,"Discover top-quality handyman, gardening, and tree cutting services designed to meet all your home improvement needs efficiently and reliably.",https://www.bigstarhomeservices.co.uk,"BigstarHomeService | garden clearance | Forest Gate, London ...",https://www.bigstarhomeservices.co.uk/,"Contact our professional gardening and landscaping team in East London. We offer garden maintenance, fencing, paving and handyman services.",https://www.bigstarhomeservices.co.uk › contact-8,Contact | Bigstarhomeservices,https://www.bigstarhomeservices.co.uk/contact-8,"... cancellations, payments, and refunds are handled. We aim to provide fair and transparent service terms for all our gardening and home services in East London.",https://www.bigstarhomeservices.co.uk › blank-3,Refund Policy - Bigstarhomeservices,https://www.bigstarhomeservices.co.uk/blank-3,http://www.bigstarhomeservices.co.uk/
"71 Cornworthy Rd, Dagenham RM8 2DF, United Kingdom",bsplumbing.co.uk,http://bsplumbing.co.uk/book%20now,,,Gas engineer,Boiler supplier,Gas installation service,HVAC contractor,Plumber,,,,,Gas engineer,Dagenham,info@bsplumbing.co.uk,,,This Page isn't currently running ads.,Page,Plumbing Service,,https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/468078629_602023122288791_8170038057279060844_n.jpg?stp=dst-jpg_tt6&cstp=mx1767x883&ctp=s1767x883&_nc_cat=102&ccb=1-7&_nc_sid=cc71e4&_nc_ohc=V2qCUXNMaGQQ7kNvwH7xPfw&_nc_oc=Adps-Z5F_V5gQSP8KoBmOTEFh8DhtJS1IqWGTW9G-UpVwM1UX-QUNixre_zXCtfFvVQ&_nc_zt=23&_nc_ht=scontent-ord5-2.xx&_nc_gid=mPjQNNkOFrVzpfK9cvsiAA&_nc_ss=7b289&oh=00_AQAmhyM2eTu08jJ9bPWteXyPC7MMBfeXU3gTFaUWzXgCCg&oe=6A53C491,"October 26, 2021",,info@bsplumbing.co.uk,https://bsplumbing.co.uk/,100076077707113,9,,"BS Plumbing. 9 likes. We have years of experience within the industry, providing a professional service to many repeat customers.",,,9,,,,,BS Plumbing,https://scontent-ord5-3.xx.fbcdn.net/v/t39.30808-1/246729083_100424735781968_6387227858817652613_n.png?stp=dst-png&cstp=mx346x342&ctp=p200x200&_nc_cat=100&ccb=1-7&_nc_sid=f907e8&_nc_ohc=Kf5f94m90xgQ7kNvwGDleGE&_nc_oc=AdpNnXs_s9DwW0Q8eGO2dQTOmXQStpPbeKu7ElwDxnuWthjeLI04doqB_JuuvX_qunY&_nc_zt=24&_nc_ht=scontent-ord5-3.xx&_nc_gid=Q4-txo68adNCBZx790Im1A&_nc_ss=7b289&oh=00_AQD1-S-3BAbtelVz-iJO8k4BimjTDfOnbyGJVxN0M0n9fQ&oe=6A53C1DE,https://www.facebook.com/BS-Plumbing-100399115784530,https://www.facebook.com/BS-Plumbing-100399115784530,https://www.facebook.com/BS-Plumbing-100399115784530,people,,51.5459127,0.1207158,,false,+44 800 107 7119,448001077119,8001077119,7977411372,0800 107 7119,,0800 107 7119,7977 411 372,10820524,374 5116 95,8357963,0800 8611 698,0800 107 119,,,,,,,,,,,RM8 2DF,70,68,0,2,0,0,9,prompt response,3,radiator fitting,2,radiator check,2,installation time,2,competitive quote,2,honest team,3,bathroom refurbishment,2,flexi payments,2,skilled team,3,genuine care,"https://www.google.com/maps/search/Plumbing/@51.5745282773077,0.184284196129347,13z?hl=en",71 Cornworthy Rd,,B S Plumbing and Heating Dm Ltd,4.9,https://www.google.com/maps/search/?api=1&query=B%20S%20Plumbing%20and%20Heating%20Dm%20Ltd&query_place_id=ChIJk7CellSk2EcRXuy86m26ghQ,BS Plumbing is a Gas Safe registered plumber offering affordable heating and plumbing Romford based services and solutions.,https://bsplumbing.co.uk,Plumbing Romford | Plumbing Ilford | Plumbing Dagenham,https://bsplumbing.co.uk/,"BS PLUMBING AND HEATING DM LTD - Free company information from Companies House including registered office address, filing history, accounts, annual return, ...",https://find-and-update.company-information.service.gov.uk › ...,bs plumbing and heating dm ltd - Companies House - GOV.UK,https://find-and-update.company-information.service.gov.uk/company/10820524,B S Plumbing and Heating Dm Ltd · Address · Contact · Licence number · Licenced trades · Scheme Provider(s) · Diversity · We specialise in: ...,https://www.trustmark.org.uk › firms,B S Plumbing and Heating Dm Ltd - TrustMark,https://www.trustmark.org.uk/firms/B%20S%20Plumbing%20and%20Heating%20Dm%20Ltd-2712310-RM8%202DF?id\u003d07a03b81-279d-4a98-887c-c8407bd41083,https://bsplumbing.co.uk/
"455 Wick Ln, Bow, London E3 2TB, United Kingdom",breathehomes.co,https://form.breathehomes.co/form,,,Plasterer,Bricklayer,Building consultant,Insulation contractor,,,,,,Plasterer,London,chris.julian@breathehomes.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5347053,-0.0206549,,false,+44 7888 864480,447888864480,,,,,,,,,,,,,,,,,,,,,,E3 2TB,28,25,2,1,0,0,17,lime plaster,3,action plan,7,knowledgeable staff,2,cost,5,budget,2,tidy,5,damp,4,renovation,9,walls,2,customer care,"https://www.google.com/maps/search/Plastering%20/@51.5745282773077,0.0480168230646735,13z?hl=en",455 Wick Ln,,Breathe Homes,4.8,https://www.google.com/maps/search/?api=1&query=Breathe%20Homes&query_place_id=ChIJjTDGs_MddkgRyDRC4nu5YRY,"Revitalise the health of your home, your life and your family.",https://www.breathehomes.co,Breathe – Lime plastering | Natural insulation | Air quality,https://www.breathehomes.co/,"Breathe Homes helps UK sellers sell their homes quickly and connects buyers with below market value properties. Simple, transparent, and stress-free.",https://breathe-homes.com,Breathe Homes | Sell Your Home Quickly | Below Market ...,https://breathe-homes.com/,"BREATHE HOMES LTD - Free company information from Companies House including registered office address, filing history, accounts, annual return, officers, ...",https://find-and-update.company-information.service.gov.uk › ...,BREATHE HOMES LTD overview - Companies House - GOV.UK,https://find-and-update.company-information.service.gov.uk/company/15601761,https://www.breathehomes.co/
"Everglade House, 1 Eastleigh Rd, London E17 5LU, United Kingdom",,,,,Contractor,,,,,,,,,Contractor,London,paul@regencydecor.london,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5927305,-0.0281703,,false,+44 7900 375258,447900375258,7900375258,,,,7900375258,,,,,,,,,,,,,,,,,E17 5LU,21,20,1,0,0,0,3,timeframe adherence,2,hallway painting,2,living room painting,2,detailed quote,4,considerate staff,2,exterior painting,3,thoroughness,5,quality of work,2,pride in work,3,durability,"https://www.google.com/maps/search/Decorating/@51.5745282773077,0.0480168230646735,13z?hl=en","Everglade House, 1 Eastleigh Rd",,Regency Professional Decorating Services,5,https://www.google.com/maps/search/?api=1&query=Regency%20Professional%20Decorating%20Services&query_place_id=ChIJx6iTFdwddkgR0zEftwl30_E,Providing superior customer-oriented painting and decorating services across London. Rated 5 stars on Which? Trusted Trader. Book a free quotation and see ...,https://www.regencydecor.london,Regency Professional Painting & Decorating Services | London,https://www.regencydecor.london/,Paul and his team are the real deal! Old school painters and decorators. It's all in the preparation and no corners are cut. Regency had unusual attention to ...,https://trustedtraders.which.co.uk › businesses › regenc...,Regency Professional Decorating Services - Painters and ...,https://trustedtraders.which.co.uk/businesses/regency-professional-decorating-services/,"We are Regency Professional Decorating Services, a company proud to be one of London's finest. Our aim is to provide a 5-star service to clients seeking a ...",https://www.checkatrade.com › trades › regencydecorat...,Regency Professional Decorating Services - Checkatrade,https://www.checkatrade.com/trades/regencydecoratingservices,https://www.regencydecor.london/
"415 High Rd Leytonstone, London E11 4JU, United Kingdom",,,,,Construction company,Handyman/Handywoman/Handyperson,Landscaper,,,,,,,Construction company,London,trapezitsaconstruction@yahoo.com,,,This Page isn't currently running ads.,Page,Home Improvement,,https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/477045574_585432761127920_3026998713745409180_n.jpg?stp=dst-jpg_tt6&cstp=mx1536x2048&ctp=s960x960&_nc_cat=104&ccb=1-7&_nc_sid=cc71e4&_nc_ohc=ev7D2upYxiMQ7kNvwEeWTNW&_nc_oc=Adr4SKSqKr20ENP58k6_mNAEYVC2mCjf117uyWFds8FaFltpyp6eWnjIpxfITByQJ0I&_nc_zt=23&_nc_ht=scontent-ord5-2.xx&_nc_gid=aLE8YGJU7nU_Lz6aGTCx9w&_nc_ss=7e289&oh=00_AQChKJZ20v7z6XF42S4Zr1VjI6j-4QAYtEpKPek0iiU47Q&oe=6A53D51D,"February 1, 2023",,trapezitsaconstruction@yahoo.com,https://trapezitsaconstructionltd.co.uk/,100089836036553,59,,"Trapezitsa Construction LTD , London Borough of Hackney. 59 likes. Home Improvement",,,59,"415 High Road , London Borough of Hackney, United Kingdom, E11 4JU",,+44 7453 271474,,Trapezitsa Construction LTD  | London Borough of Hackney,https://scontent-ord5-3.xx.fbcdn.net/v/t39.30808-1/455150022_456203717384159_3856159510558649655_n.jpg?stp=dst-jpg_tt6&cstp=mx921x922&ctp=s200x200&_nc_cat=100&ccb=1-7&_nc_sid=f907e8&_nc_ohc=ltLMHfZXYzkQ7kNvwGoZeuw&_nc_oc=Adqi_NoKSdxteSBZS4FuDPFKEqWCVWlQmSKqxqJAler7ca1bn1WvNrcPoMR63ljYUpE&_nc_zt=24&_nc_ht=scontent-ord5-3.xx&_nc_gid=FfPWHtffDhQ_b_nhfyXBOw&_nc_ss=7e289&oh=00_AQDsq1d-7K2oMHReI65VgNpscwy0OlfI8sO0KnuUsqWWcQ&oe=6A53CE9C,https://www.facebook.com/profile.php?id=100089836036553,https://www.facebook.com/profile.php?id=100089836036553,https://www.facebook.com/profile.php?id=100089836036553,people,,51.5568896,0.0060129,,false,+44 7453 271474,447453271474,447453271474,,,,16922891854878,3698630136986,+44 7453 271474,959752321981,741138560687,834236186349,169485019781,16948501978589,2223415682062,100089836036553,1668472372698,2502708559047,+44 745 327 1474,1482277121375,10.319917,639834881321,942408376963,E11 4JU,7,7,0,0,0,0,2,personable team,2,lawn care,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/Gardening/@51.5745282773077,0.0480168230646735,13z?hl=en",415 High Rd Leytonstone,,Trapezitsa Construction (Builder and Handyman),5,https://www.google.com/maps/search/?api=1&query=Trapezitsa%20Construction%20(Builder%20and%20Handyman)&query_place_id=ChIJwbhszi6n2EcR7dYT2ipQgiM,"East London's most reliable construction and handyman company. Professional, high quality, and hardworking tradesmen committed to providing outstanding ...",https://www.trapezitsaconstructionltd.co.uk,Trapezitsa Construction LTD: Expert Construction Services,https://www.trapezitsaconstructionltd.co.uk/,"Construction company; Trapezitsa Construction. Summary About ... Contact info. 415 High Road, Leytonstone, E11 4JU, London, United Kingdom. + ...",https://uk.trustpilot.com › ... › Construction company,Trapezitsa Construction Reviews 15,https://uk.trustpilot.com/review/trapezitsaconstructionltd.co.uk,"Trapezitsa Construction LTD. 415 High Road, Leytonstone. London, United Kingdom. Phone: +44 745 327 1474. Email. trapezitsaconstruction@yahoo.com.",https://www.trapezitsaconstructionltd.co.uk › contacts,Contact us | Trapezitsa Construction LTD,https://www.trapezitsaconstructionltd.co.uk/contacts,https://trapezitsaconstructionltd.co.uk/
"99 Glengall Rd, London IG8 0DP, United Kingdom",,,,,Kitchen remodeler,Carpenter,Flooring contractor,General contractor,Joiner,Painting,,,,Kitchen remodeler,London,info@aksmartbuilders.co.uk,office@aksmartbuilders.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6067763,0.0282994,,false,+44 7432 655127,447432655127,,,,,7432 655 127,,,,,,,,,,,,,,,,,IG8 0DP,31,31,0,0,0,0,2,skirting board installation,2,eave storage,3,high quality finish,2,kitchen fitting,2,door hanging,2,precise work,3,friendly team,2,kind staff,2,hardworking staff,2,house refresh,"https://www.google.com/maps/search/Carpentry%20/@51.5745282773077,0.0480168230646735,13z?hl=en",99 Glengall Rd,,Aksmartbuilders,5,https://www.google.com/maps/search/?api=1&query=Aksmartbuilders&query_place_id=ChIJxVRy1aUZdkgRDtWuI3DJ8pA,"AKSMARTBUILDERS. Hello, my name is Arkadiusz Katancew. I am the owner of Aksmarbuilders. For over 11 years, we've been crafting excellence in London. As a ...",https://www.aksmartbuilders.co.uk,www.aksmartbuilders.co.uk,https://www.aksmartbuilders.co.uk/,"Aksmartbuilders reviews (5) · Review from stephanie51796, Lower Edmonton, London. stephanie51796, Lower Edmonton, London · Review from ryan111093, Welwyn Garden ...",https://www.mybuilder.com › profile › reviews,Reviews of Aksmartbuilders in Woodford Green - MyBuilder,https://www.mybuilder.com/profile/aksmartbuilders/reviews,"Aksmartbuilders, 99 Glengall Rd, United Kingdom, location on the map, carpenter, flooring contractor, kitchen remodeler, telephone +44 7432 655127.",https://tc.maptons.com › ...,"Aksmartbuilders, 99 Glengall Rd, location on the map - Maptons.com",https://tc.maptons.com/p/4636808512,http://www.aksmartbuilders.co.uk/
