title,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,address,neighborhood,street,city,postalCode,state,countryCode,website,emails,phone,phoneUnformatted,location/lat,location/lng,plusCode,categoryName
South Coast Metal Recycling and Waste Clearance Ltd,Waste management service,waste clearence,,,,,,,,,"6 Haweswater Close, Southampton SO16 9QW, United Kingdom",,6 Haweswater Close,Southampton,SO16 9QW,,GB,http://www.southcoastmetalrecyclingandwasteclearanceltd.co.uk/,southcoastmetalsandrecyclingltd@outlook.com,+44 7766 377740,+447766377740,50.9282777,-1.453713,"WGHW+8G Southampton, United Kingdom",Waste management service
L&S Waste Management,Waste management service,Aggregate supplier,Portable toilet supplier,Ready mix concrete supplier,,,,,,,"Ashley Cres, Southampton SO19 9NA, United Kingdom",Southampton,Ashley Cres,Southampton,SO19 9NA,,GB,https://lswaste.co.uk/online-ordering/skip-hire/,info@lswaste.co.ukcentralenquiries@southcoastclearanceservices.com,+44 1329 840000,+441329840000,50.8920058,-1.3437896,"VMR4+RF Southampton, United Kingdom",Waste management service
South Central House Clearance Services Limited,House clearance service,,,,,,,,,,"22 Ivy Dene, Sholing, Southampton SO19 0AB, United Kingdom",Sholing,22 Ivy Dene,Southampton,SO19 0AB,,GB,https://southcentralclearanceservices.com/,centralenquiries@southcoastclearanceservices.com,+44 800 634 4692,+448006344692,50.9027181,-1.3350133,"WM37+3X Southampton, United Kingdom",House clearance service
South Coast House Clearance Services Ltd,House clearance service,Landscaper,Salvage yard,Van rental agency,Waste management service,,,,,,"94 Victoria Rd, Woolston, Southampton SO19 9EF, United Kingdom",Woolston,94 Victoria Rd,Southampton,SO19 9EF,,GB,https://southcoastclearanceservices.com/,enquiries@southcoastclearanceservices.com,+44 808 134 8332,+448081348332,50.8942676,-1.380608,"VJV9+PQ Southampton, United Kingdom",House clearance service
Zero Waste Group Rubbish Removal,Waste management service,Garbage collection service,House clearance service,,,waste removal,,,,,"Unit F, Drivers Wharf, Questmap Business Park, Southampton SO14 0PF, United Kingdom",,"Unit F, Drivers Wharf, Questmap Business Park",Southampton,SO14 0PF,,GB,https://www.zerowastegroup.co.uk/,info@zerowastegroup.co.uk,+44 345 241 6055,+443452416055,50.9130097,-1.3845642,"WJ78+65 Southampton, United Kingdom",Waste management service
TJ Waste & Recycling,Waste management service,Garbage collection service,Garbage dump,Recycling center,,,,,,,"Dibles Wharf, Belvidere Road, Hampshire, Southampton SO14 5QY, United Kingdom","Hampshire, Southampton","Dibles Wharf, Belvidere Road",Southampton,SO14 5QY,,GB,https://www.tj-waste.co.uk/,enquiries@tj-group.co.uk,+44 1329 226170,+441329226170,50.9079415,-1.3877035,"WJ56+5W Southampton, United Kingdom",Waste management service
The Super Cleaners (Southampton),Cleaners,Carpet cleaning service,Gutter cleaning service,House cleaning service,Leather cleaning service,Window cleaning service,,,,,"Arena Business Centres, Southampton SO14 3LP, United Kingdom",,Arena Business Centres,Southampton,SO14 3LP,,GB,http://www.thesupercleaners.co.uk/,"info@thesupercleaners.co.uk
",+44 800 118 4075,+448001184075,50.9007853,-1.3973427,"WJ23+83 Southampton, United Kingdom",Cleaners
South Coast Driveways & Roofing Ltd,Roofing contractor,Fence contractor,Gutter cleaning service,Landscaper,Paving contractor,driveways,,,,,"69 Warren Ave, Shirley Warren, Southampton SO16 6AF, United Kingdom",Shirley Warren,69 Warren Ave,Southampton,SO16 6AF,,GB,https://www.scdr.co.uk/,info@scdr.co.uk,+44 23 8168 2257,+442381682257,50.9309601,-1.4388933,"WHJ6+9C Southampton, United Kingdom",Roofing contractor
Gassed Up Heating Ltd,Gas engineer,Appliance repair service,Gasfitter,Heating contractor,,,,,,,"55 Sullivan Rd, Sholing, Southampton SO19 0JF, United Kingdom",Sholing,55 Sullivan Rd,Southampton,SO19 0JF,,GB,http://www.gassedupheating.co.uk/,gassedupheating@gmail.com,+44 7415 380453,+447415380453,50.8992495,-1.3384325,"VMX6+MJ Southampton, United Kingdom",Gas engineer
BMC Clearance Services,House clearance service,Moving and storage service,,,,,,,,,"94 Green Ln, Southampton SO16 9FP, United Kingdom",,94 Green Ln,Southampton,SO16 9FP,,GB,https://bmcclearanceservices.co.uk/,BMC.Clearanceservices@outlook.com,+44 7917 415304,+447917415304,50.9327607,-1.4555543,"WGMV+4Q Southampton, United Kingdom",House clearance service
No1 House Clearance Southampton,House clearance service,,,,,,,,,,"9C Carlisle Rd, Shirley, Southampton SO16 4FG, United Kingdom",Shirley,9C Carlisle Rd,Southampton,SO16 4FG,,GB,https://no1houseclearancesouthampton.co.uk/,no1@no1houseclearancesouthampton.co.uk,+44 23 8202 9294,+442382029294,50.9228265,-1.4354619,"WHF7+4R Southampton, United Kingdom",House clearance service
ethiclear Ltd,Waste management service,House clearance service,,,man and van,,,,,,"15 Rockstone Pl, Southampton SO15 2EP, United Kingdom",,15 Rockstone Pl,Southampton,SO15 2EP,,GB,https://www.ethiclear.co.uk/,hello@ethiclear.co.uk,+44 23 8244 4108,+442382444108,50.9145564,-1.4029538,"WH7W+RR Southampton, United Kingdom",Waste management service
RP Heating Solutions Ltd,Gas engineer,,,,,,,,,,"24 Tilbrook Rd, Southampton SO15 4HL, United Kingdom",,24 Tilbrook Rd,Southampton,SO15 4HL,,GB,https://www.rpplumbingheating.co.uk/,info@rpplumbingheating.co.uk,+44 7802 810720,+447802810720,50.9199224,-1.4427874,"WH94+XV Southampton, United Kingdom",Gas engineer
Paul Freeman Tree Services,Arborist service,,,,,,,,,,"120 Thornhill Park Rd, Thornhill, Southampton SO18 5TS, United Kingdom",Thornhill,120 Thornhill Park Rd,Southampton,SO18 5TS,,GB,http://www.freemantrees.co.uk/,freemantrees@outlook.com,+44 7791 285235,+447791285235,50.914907,-1.3314938,"WM79+XC Southampton, United Kingdom",Arborist service
Thomas Air Services (TAS) Ltd,Air conditioning contractor,HVAC contractor,Refrigerator repair service,,,,,,,,"Unit 7B, Northbrook Industrial Estate, Vincent Ave, Southampton SO16 6PB, United Kingdom",,"Unit 7B, Northbrook Industrial Estate, Vincent Ave",Southampton,SO16 6PB,,GB,http://www.taslimited.co.uk/,info@taslimited.co.uk,+44 23 8077 4888,+442380774888,50.9320283,-1.427285,"WHJF+R3 Southampton, United Kingdom",Air conditioning contractor
HHS Air Conditioning Installation Southampton,Air conditioning contractor,,,,,,,,,,"15 English Rd, Southampton SO15 8PR, United Kingdom",,15 English Rd,Southampton,SO15 8PR,,GB,https://hhs-aircon.com/,info@hhs-aircon.com,+44 23 8070 3307,+442380703307,50.9182154,-1.434408,"WH98+76 Southampton, United Kingdom",Air conditioning contractor
Intelligent Air - Home & Office Air Conditioning,Air conditioning contractor,Air conditioning repair service,Air conditioning system supplier,,,,,,,,"Archway house, Wilton Rd, Southampton SO15 5JP, United Kingdom",,"Archway house, Wilton Rd",Southampton,SO15 5JP,,GB,http://www.intelligentair.co.uk/,hello@intelligentair.co.uk,+44 23 8218 2907,+442382182907,50.9301556,-1.4265375,"WHJF+39 Southampton, United Kingdom",Air conditioning contractor
Air cool mechanical services ltd,Air conditioning contractor,,,,,,,,,,"33a Portsmouth Rd, Woolston, Southampton SO19 9BA, United Kingdom",Woolston,33a Portsmouth Rd,Southampton,SO19 9BA,,GB,http://aircoolmech.co.uk/,info@aircoolmech.co.uk,+44 7432 598866,+447432598866,50.8981996,-1.3794696,"VJXC+76 Southampton, United Kingdom",Air conditioning contractor
Woodhouse Environmental Services,Mechanical engineer,,,,,,,,,,"1-2 Lower Vicarage Rd, Woolston, Southampton SO19 7RJ, United Kingdom",Woolston,1-2 Lower Vicarage Rd,Southampton,SO19 7RJ,,GB,https://woodhouseservices.co.uk/,enquiries@woodhouseservices.co.uk,+44 1489 797800,+441489797800,50.9003117,-1.3813058,"WJ29+4F Southampton, United Kingdom",Mechanical engineer
Piano Removal Services,Piano moving service,,,,,,,,,,"Southampton SO16 6PX, United Kingdom",,,Southampton,SO16 6PX,,GB,http://www.pianoremovalservices.com/,quote@pianoremovalservices.com,+44 7789 898683,+447789898683,50.9312491,-1.4270555,"WHJF+F5 Southampton, United Kingdom",Piano moving service
Relocate UK,Moving and storage service,,,,,,,,,,"8 The Blake Building, Ocean Way, Southampton SO14 3LN, United Kingdom",,"8 The Blake Building, Ocean Way",Southampton,SO14 3LN,,GB,http://www.relocate.uk.com/,info@relocate.uk.com,+44 23 8071 0920,+442380710920,50.8972693,-1.3912931,"VJW5+WF Southampton, United Kingdom",Moving and storage service
Home Run Removals Southampton,Mover,,,,,,,,,,"76 Hulton Cl, Southampton SO19 9TY, United Kingdom",,76 Hulton Cl,Southampton,SO19 9TY,,GB,https://homerunremovals.com/,info@homerunremovals.com,+44 7742 585609,+447742585609,50.8884572,-1.3773038,"VJQF+93 Southampton, United Kingdom",Mover
Sledges of Southampton Removals,Moving and storage service,Packaging contractors and services,Piano moving service,Transportation service,,,,,,,"91 Sullivan Rd, Sholing, Southampton SO19 0JQ, United Kingdom",Sholing,91 Sullivan Rd,Southampton,SO19 0JQ,,GB,https://www.sledgesofsouthampton.co.uk/,johnny@sledgesofsouthampton.co.uk,+44 7554 883717,+447554883717,50.8987704,-1.3366194,"VMX7+G9 Southampton, United Kingdom",Moving and storage service
Morgans Movers,Mover,Logistics service,Moving and storage service,Packaging company,Piano moving service,Storage facility,,,,,"90 Palm Rd, Southampton SO16 5HF, United Kingdom",,90 Palm Rd,Southampton,SO16 5HF,,GB,http://morgans-movers.com/,info.morgansmovers@gmail.com,+44 7833 341390,+447833341390,50.9360406,-1.4393584,"WHP6+C7 Southampton, United Kingdom",Mover
The Man In A Van Southampton,Moving and storage service,Mover,Storage facility,,man in a van,,,,,,"16 Portal Rd, Sholing, Southampton SO19 8LE, United Kingdom",Sholing,16 Portal Rd,Southampton,SO19 8LE,,GB,https://www.themaninavan.uk/,themaninavan@outlook.com,+44 7900 005611,+447900005611,50.9035611,-1.353113,"WJ3W+CQ Southampton, United Kingdom",Moving and storage service
Just Coolers Southampton,Contractor,Air conditioning contractor,Air conditioning system supplier,,,,,,,,"151 High St, Southampton SO14 2BT, United Kingdom",,151 High St,Southampton,SO14 2BT,,GB,http://just-coolers.com/air-conditioning-southampton/,sales@just-coolers.com,+44 23 8001 0395,+442380010395,50.9006485,-1.4041686,"WH2W+78 Southampton, United Kingdom",Contractor
Profile Brickwork Ltd,General contractor,,,,,,,,,,"Solent House, 107A Alma Rd, Portswood, Southampton SO14 6UY, United Kingdom",Portswood,"Solent House, 107A Alma Rd",Southampton,SO14 6UY,,GB,http://profilebrickwork.com/,enquiries@profilebrickwork.com,+44 23 8036 0790,+442380360790,50.9209709,-1.4028236,"WHCW+9V Southampton, United Kingdom",General contractor
Dam brickwork,Custom home builder,,,,,,,,,,"72 Cumbrian Way, Southampton SO16 4AU, United Kingdom",,72 Cumbrian Way,Southampton,SO16 4AU,,GB,http://www.dambrickwork.co.uk/,info@dambrickwork.co.uk,+44 23 8078 3414,+442380783414,50.9217895,-1.4508434,"WGCX+PM Southampton, United Kingdom",Custom home builder
Hauxy Brickwork LTD,Bricklayer,Carpenter,Demolition contractor,Electrician,Fence contractor,Landscaper,Painter,Plasterer,Roofing contractor,,"Cornwall Cres, Southampton SO18 2AQ, United Kingdom",,Cornwall Cres,Southampton,SO18 2AQ,,GB,http://www.hauxybrickworkltd.co.uk/,craig@hauxybrickworkltd.co.uk,+44 7377 128007,+447377128007,50.9286115,-1.3641132,"WJHP+C9 Southampton, United Kingdom",Bricklayer
Mason Bricklaying Ltd,Bricklayer,Construction company,Home builder,Masonry contractor,,,,,,,"34 Chiltern Grn, Southampton SO16 4AZ, United Kingdom",,34 Chiltern Grn,Southampton,SO16 4AZ,,GB,https://www.masonbricklaying.co.uk/,Info@masonbricklaying.co.uk,+44 7715 842928,+447715842928,50.9197763,-1.4539357,"WG9W+WC Southampton, United Kingdom",Bricklayer
HRG Tree Surgeons,Arborist service,Tree service,,,,,,,,,"Mountbatten House, Grosvenor Square, Southampton SO15 2JU, United Kingdom",,"Mountbatten House, Grosvenor Square",Southampton,SO15 2JU,,GB,https://www.hrgtreesurgeons.co.uk/,info@hrgtreesurgeons.co.uk,+44 23 8244 0473,+442382440473,50.9108824,-1.4066442,"WH6V+98 Southampton, United Kingdom",Arborist service
Jd Lod Driveways & Roofing,Paving contractor,Fence contractor,Gutter service,Landscaper,Roofing contractor,,,,,,"Flat E, 78 Shirley Rd, Southampton SO15 3EY, United Kingdom",,"Flat E, 78 Shirley Rd",Southampton,SO15 3EY,,GB,https://www.jdloddriveways.co.uk/,jdloddriveways@gmail.com,+44 23 8098 0654,+442380980654,50.9108144,-1.4199498,"WH6J+82 Southampton, United Kingdom",Paving contractor
EJM Building Services,Paving contractor,,,,,,,,,,"11, Royal mail house, Terminus Terrace, Southampton SO14 3FD, United Kingdom",,"11, Royal mail house, Terminus Terrace",Southampton,SO14 3FD,,GB,http://ejmbuildingservices.co.uk/,info@ejmbuildingservices.co.uk,+44 23 8124 7315,+442381247315,50.897598,-1.3973242,"VJX3+23 Southampton, United Kingdom",Paving contractor
D & S Surfacing Contractors,Paving contractor,Asphalt contractor,Landscaper,Road construction company,,,,,,,"63 Botany Bay Rd, Sholing, Southampton SO19 8FE, United Kingdom",Sholing,63 Botany Bay Rd,Southampton,SO19 8FE,,GB,http://dssurfacingcontractors.co.uk/,info@dssurfacingcontractors.co.uk,+44 23 8030 8762,+442380308762,50.8988781,-1.3533437,"VJXW+HM Southampton, United Kingdom",Paving contractor
Test Valley Driveways ltd,Paving contractor,,,,,,,,,,"15 Rockstone Pl, Southampton SO15 2EP, United Kingdom",,15 Rockstone Pl,Southampton,SO15 2EP,,GB,https://testvalleydrivewayslimited.com/,info@testvalleydriveways.com,+44 23 8144 9720,+442381449720,50.9145976,-1.4029097,"WH7W+RR Southampton, United Kingdom",Paving contractor
Driveways Southampton,Paving contractor,,,,,,,,,,"Andersons Rd, Southampton SO14 5FE, United Kingdom",,Andersons Rd,Southampton,SO14 5FE,,GB,http://drivewaysouthampton.co.uk/,info@drivewaysouthampton.co.uk,+44 7480 549222,+447480549222,50.9002568,-1.3922003,"WJ25+44 Southampton, United Kingdom",Paving contractor
The Driveway Division,Paving contractor,,,,,,,,,,"Unit 20, Longbridge Industrial Park, Floating Bridge Rd, Southampton SO14 5FZ, United Kingdom",,"Unit 20, Longbridge Industrial Park, Floating Bridge Rd",Southampton,SO14 5FZ,,GB,https://www.thedrivewaydivision.co.uk/, info@thedrivewaydivision.co.uk,+44 23 8046 3778,+442380463778,50.8983892,-1.3883182,"VJX6+9M Southampton, United Kingdom",Paving contractor
"Tip Top Plumbing, Heating and Gas Services Ltd",Gas engineer,Heating contractor,Plumber,,,,,,,,"Upper Weston Ln, Southampton SO19 9HY, United Kingdom",,Upper Weston Ln,Southampton,SO19 9HY,,GB,http://www.tiptopboilers.co.uk/,leetiptopgas@gmail.com,+44 23 8057 1673,+442380571673,50.8944613,-1.3559832,"VJVV+QJ Southampton, United Kingdom",Gas engineer
Emit Heat Limited,Heating contractor,,,,,,,,,,"Charles Gordon House, Southampton SO15 2EB, United Kingdom",,Charles Gordon House,Southampton,SO15 2EB,,GB,https://www.emitheat.com/,mike@emitheat.com,+44 7495 438159,+447495438159,50.9147415,-1.404487,"WH7W+V6 Southampton, United Kingdom",Heating contractor
PrimeFlow Plumbing & Heating,Gas engineer,,,,,,,,,,"32 Foundry Ln, Southampton SO15 3FZ, United Kingdom",,32 Foundry Ln,Southampton,SO15 3FZ,,GB,https://tradehq.co.uk/primeflowplumbingheating,"
PrimeFlowHeating@outlook.com",+44 7985 656538,+447985656538,50.912894,-1.4331174,"WH78+5Q Southampton, United Kingdom",Gas engineer
AE Renewables ltd,Gas engineer,Boiler supplier,Gas installation service,Gasfitter,Heating contractor,Heating equipment supplier,Plumber,,,,"47 Ashmead Rd, Southampton SO16 5DJ, United Kingdom",,47 Ashmead Rd,Southampton,SO16 5DJ,,GB,https://aerenewables.co.uk/,hello@a-egas.com,+44 7706 445778,+447706445778,50.9343999,-1.4490188,"WHM2+Q9 Southampton, United Kingdom",Gas engineer
Combi-Nation Gas heating and plumbing,Gas engineer,Heating contractor,Plumber,,,,,,,,"390 Portsmouth Rd, Southampton SO19 9AS, United Kingdom",,390 Portsmouth Rd,Southampton,SO19 9AS,,GB,https://www.centralheatingsouthampton.co.uk/, info@combi-nationheating.co.uk,+44 23 8077 5666,+442380775666,50.8945527,-1.3526374,"VJVW+RW Southampton, United Kingdom",Gas engineer
Gas and Electricity Engineers,Electrician,,,,,,,,,,"151 High St, Southampton SO14 2BT, United Kingdom",,151 High St,Southampton,SO14 2BT,,GB,https://www.gasandelec.com/,sales@gasandelec.com,+44 23 8009 0892,+442380090892,50.9006485,-1.4041686,"WH2W+78 Southampton, United Kingdom",Electrician
MTV plumbing and heating ltd,Plumber,,,,,,,,,,"36 Hinton Cres, Thornhill, Southampton SO19 6GT, United Kingdom",Thornhill,36 Hinton Cres,Southampton,SO19 6GT,,GB,https://mtvpnh.co.uk/,info@mtvpnh.co.uk,+44 23 8111 2731,+442381112731,50.9052672,-1.3296085,"WM4C+45 Southampton, United Kingdom",Plumber
M King Roofing & Cladding ltd,Roofing contractor,Construction company,,,,,,,,,"4 Effingham Gardens, Sholing, Southampton SO19 8GG, United Kingdom",Sholing,4 Effingham Gardens,Southampton,SO19 8GG,,GB,http://mkingroofingandcladding.info/,Matthew@mkrc.info,+44 23 8043 7116,+442380437116,50.9038822,-1.3458403,"WM33+HM Southampton, United Kingdom",Roofing contractor
Handyman Services Southampton SHS Hants,Handyman/Handywoman/Handyperson,Electrician,Plumber,Roofing contractor,,,,,,,"84 Sullivan Rd, Sholing, Southampton SO19 0JL, United Kingdom",Sholing,84 Sullivan Rd,Southampton,SO19 0JL,,GB,http://www.shshants.co.uk/,info@shshants.co.uk,+44 23 8065 8677,+442380658677,50.8981581,-1.3374765,"VMX7+72 Southampton, United Kingdom",Handyman/Handywoman/Handyperson
HD Homes,Home builder,,,,,,,,,,"Bitterne Rd W, Southampton SO18 1AP, United Kingdom",,Bitterne Rd W,Southampton,SO18 1AP,,GB,https://www.hdhomes.co.uk/,homedevelopments2001@gmail.com,+44 7760 154130,+447760154130,50.9179033,-1.3798493,"WJ9C+53 Southampton, United Kingdom",Home builder
AOM Building Contractors Ltd,General contractor,Bricklayer,Carpenter,Construction company,,,,,,,"237 Manor Farm Rd, Southampton SO18 1NY, United Kingdom",,237 Manor Farm Rd,Southampton,SO18 1NY,,GB,http://www.aombuild.com/,enquiries@aombuild.com,+44 7496 539173,+447496539173,50.9320233,-1.3735345,"WJJG+RH Southampton, United Kingdom",General contractor
Gogo Deco LTD,Painter,,,,,,,,,,"521 Hinkler Rd, Thornhill, Southampton SO19 6DJ, United Kingdom",Thornhill,521 Hinkler Rd,Southampton,SO19 6DJ,,GB,http://www.gogo-deco.co.uk/,info@gogo-deco.co.uk,+44 7481 842933,+447481842933,50.9077595,-1.3417857,"WM55+47 Southampton, United Kingdom",Painter
Chameleon Brick Services Ltd,Construction company,,,,,,,,,,"10 Sedgewick Rd, Sholing, Southampton SO19 8HD, United Kingdom",Sholing,10 Sedgewick Rd,Southampton,SO19 8HD,,GB,https://www.chameleon-brick.co.uk/,enquiries@chameleon-brick.co.uk,,,50.9071306,-1.3454589,"WM43+VR Southampton, United Kingdom",Construction company
Sginstallations,Contractor,,,,,,,,,,"382 Butts Rd, Sholing, Southampton SO19 1BW, United Kingdom",Sholing,382 Butts Rd,Southampton,SO19 1BW,,GB,https://sginstallations.co.uk/,info@sginstallations.co.uk,+44 7917 673934,+447917673934,50.9022771,-1.3411544,"WM25+WG Southampton, United Kingdom",Contractor
D&D REMOVALS,Moving and storage service,Courier service,Delivery service,Mover,Shipping company,,Removals,,,,"Tunstall Rd, Southampton SO19 6NT, United Kingdom",,Tunstall Rd,Southampton,SO19 6NT,,GB,https://www.d-d-removals.co.uk/,info@dd-removals.co.uk,+44 7450 392596,+447450392596,50.9042263,-1.3310031,"WM39+MH Southampton, United Kingdom",Moving and storage service
"UK TIMBERSOLUTION - oak porches, oak trusses, oak pergolas, oak gazebos, oak bespoke design",Manufacturer,Carport and pergola builder,Custom home builder,Design engineer,Garage builder,Gazebo builder,Pagoda,Truss manufacturer,,,"106 Bassett Green Rd, Southampton SO16 3EF, United Kingdom",,106 Bassett Green Rd,Southampton,SO16 3EF,,GB,https://timbersolution.co.uk/,info@timbersolution.co.uk,+44 7903 998582,+447903998582,50.9436756,-1.3873623,"WJV7+F3 Southampton, United Kingdom",Manufacturer
Michael Rose Builders,Home builder,,,,,,,,,,"20 Hillside Ave, Southampton SO18 1JY, United Kingdom",,20 Hillside Ave,Southampton,SO18 1JY,,GB,https://michaelrosebuilders.co.uk/,info@michaelrosebuilders.co.uk,+44 7812 609983,+447812609983,50.9260056,-1.3733259,"WJGG+CM Southampton, United Kingdom",Home builder
Ideal Ceramic Specialists Ltd,Tile contractor,Tile store,tiler,,,,,,,,"3A, High Rd, Swaythling, Southampton SO16 2HW, United Kingdom",Swaythling,"3A, High Rd",Southampton,SO16 2HW,,GB,http://www.ideal-tiling.com/,idealceramicspecialistsltd@gmail.com,+44 23 8067 7213,+442380677213,50.9405482,-1.3790716,"WJRC+69 Southampton, United Kingdom",Tile contractor
All Seasons Tree and Garden Care,Tree service,,,,,,,,,,"Palm Rd, Southampton SO16 5HF, United Kingdom",,Palm Rd,Southampton,SO16 5HF,,GB,https://www.allseasonstreeandgardencare.com/,allseasontreegardencare@gmail.com,+44 7480 865116,+447480865116,50.9360435,-1.4392425,"WHP6+C8 Southampton, United Kingdom",Tree service
Locks Heath Removals Limited,Shipping company,,,,,,,,,,"5 Swanage Cl, Itchen, Southampton SO19 2EW, United Kingdom",Itchen,5 Swanage Cl,Southampton,SO19 2EW,,GB,https://www.locksheathremovals.co.uk/,lhrrelocations@btinternet.com,+44 7860 828080,+447860828080,50.901252,-1.3740085,"WJ2G+G9 Southampton, United Kingdom",Shipping company
First Call Rubbish,Waste management service,waste removals,,,,,,,,,"Warren Ave, Shirley Warren, Southampton SO16 6AE, United Kingdom",Shirley Warren,Warren Ave,Southampton,SO16 6AE,,GB,https://www.firstcallrubbish.co.uk/,"
info@firstcallrubbish.co.uk",+44 7502 093081,+447502093081,50.9301455,-1.4386415,"WHJ6+3G Southampton, United Kingdom",Waste management service
A1 Flat Pack Furniture Assemblers,Handyman/Handywoman/Handyperson,,,,,,,,,,"62a Romsey Rd, Shirley, Southampton SO16 4DB, United Kingdom",Shirley,62a Romsey Rd,Southampton,SO16 4DB,,GB,https://mondayant.wixsite.com/A1FLATPACKFURNITUREA,mondayant@gmail.com,+44 7970 097454,+447970097454,50.9248844,-1.4379405,"WHF6+XR Southampton, United Kingdom",Handyman/Handywoman/Handyperson
Handyman Southampton,Handyman/Handywoman/Handyperson,Carpenter,Deck builder,Electrician,Service establishment,Fence contractor,Locksmith,Plumber,,,,,,,,,,https://wefix24.co.uk/,info@wefix24.co.uk,+44 7300 300155,+447300300155,50.9230466,-1.418056,,Handyman/Handywoman/Handyperson
VIGO TRANSPORT LTD REMOVALS AND HOUSE CLEARANCE,Moving and storage service,,,,,,,,,,"40 Danebury Way, Southampton SO16 0YF, United Kingdom",,40 Danebury Way,Southampton,SO16 0YF,,GB,https://www.vigotransport.co.uk/,info@vigotransport.co.uk,+44 7857 710628,+447857710628,50.936204,-1.4654351,"WGPM+FR Southampton, United Kingdom",Moving and storage service
Wyldewood Tree & Garden Ltd,Arborist service,Service establishment,Landscape designer,Landscaper,Surveyor,,,,,,,,,,,,,http://www.wyldewoodtrees.co.uk/,info@wyldewoodtrees.co.uk,+44 7437 188146,+447437188146,50.9138207,-1.4004929,,Arborist service
Delta Trees Ltd,Tree service,,,,,,,,,,"29 Rownhams Rd, Southampton SO16 5DX, United Kingdom",,29 Rownhams Rd,Southampton,SO16 5DX,,GB,http://deltatrees.co.uk/,deltatrees@gmail.com,+44 7707 329178,+447707329178,50.9328325,-1.4477894,"WHM2+4V Southampton, United Kingdom",Tree service
HS PLUMBING AND ELECTRICAL,Plumber,Drainage service,Electrician,Handyman/Handywoman/Handyperson,,,,,,,"25 Rockleigh Rd, Southampton SO16 7AQ, United Kingdom",,25 Rockleigh Rd,Southampton,SO16 7AQ,,GB,https://hsplumbing-electrical.com/,admin@hsplumbing-electrical.com,+44 7733 952082,+447733952082,50.9358782,-1.418062,"WHPJ+9Q Southampton, United Kingdom",Plumber
Complete gardening and landscaping services,Landscaper,,,,,,,,,,"21 Honeysuckle Rd, Southampton SO16 3HS, United Kingdom",,21 Honeysuckle Rd,Southampton,SO16 3HS,,GB,http://completegardeningandlandscaping.co.uk/,info@complete.com,+44 7511 117716,+447511117716,50.9389784,-1.3963343,"WJQ3+HF Southampton, United Kingdom",Landscaper
A.P.Smith Roofing,Roofing contractor,,,,,,,,,,"156 Somerset Ave, Southampton SO18 5FT, United Kingdom",,156 Somerset Ave,Southampton,SO18 5FT,,GB,http://www.apsmithroofing.co.uk/,paul@apsmithroofing.co.uk,+44 7803 116668,+447803116668,50.9198098,-1.3408143,"WM95+WM Southampton, United Kingdom",Roofing contractor
Innovation Bathrooms and Kitchens Ltd,Bathroom remodeler,Kitchen supply store,Plumber,,,,,,,,"We are located upstairs of ON THE TILES, 542 Millbrook Rd W, Millbrook, Southampton SO15 0JU, United Kingdom",Millbrook,"We are located upstairs of ON THE TILES, 542 Millbrook Rd W",Southampton,SO15 0JU,,GB,https://innovation-bathrooms.com/,"	
showroom@innovation-bathrooms.com",+44 23 8017 3466,+442380173466,50.9142397,-1.4513455,"WG7X+MF Southampton, United Kingdom",Bathroom remodeler
Quaystone Projects Ltd,Construction company,,,,,,,,,,"Unit 7, Trinity Industrial Estate, Millbrook Rd W, Millbrook, Southampton SO15 0LA, United Kingdom",Millbrook,"Unit 7, Trinity Industrial Estate, Millbrook Rd W",Southampton,SO15 0LA,,GB,http://www.quaystoneprojects.co.uk/,enquiries@quaystoneprojects.co.uk,+44 23 8001 6244,+442380016244,50.9158819,-1.4527604,"WG8W+9V Southampton, United Kingdom",Construction company
Billys Broken Branches Tree Care,Tree service,Arborist service,Service establishment,,,24/7 service,tree surgent,,,,,,,,,,,http://www.billysbrokenbranches.co.uk/,billysbrokenbranches@gmail.com,+44 23 8111 2768,+442381112768,50.9216321,-1.3536301,,Tree service
